age,gender,semester,study_hours,attendance,assignment_completion,previous_gpa,mock_test_score,sleep_hours,screen_time,stress_level,programming_practice_hours,class_participation,learning_style,final_gpa
20,Male,6,9.01,73,89,8.79,67,8.02,2.26,1,5.61,5,Visual,9.06
22,Female,4,4.34,78,76,9.58,38,5.19,2.02,10,5.96,1,Visual,7.43
22,Male,7,2.76,58,87,6.46,78,8.41,4.3,8,4.58,9,Auditory,6.13
24,Male,4,5.4,91,53,8.96,65,8.77,3.59,2,0.45,3,Auditory,7.87
24,Male,1,7.67,53,66,9.08,100,4.19,4.93,8,5.23,1,Kinesthetic,7.99
23,Male,5,5.43,98,98,5.15,92,4.3,7.63,2,5.31,5,Auditory,7.05
22,Male,8,5.35,95,58,8.98,94,4.45,6.33,1,3.34,10,Auditory,8.31
17,Male,5,8.54,67,70,6.22,36,7.88,5.81,8,0.4,3,Reading,6.11
23,Male,4,4.25,92,85,7.64,70,4.95,3.91,4,2.86,6,Reading,7.32
24,Male,8,8.74,65,48,7.36,94,7.63,3.01,10,1.26,7,Visual,7.13
19,Female,6,4.66,82,77,8.01,57,6.21,4.78,6,2.65,4,Reading,7.04
21,Female,7,3.95,78,56,8.42,81,8.18,7.2,10,4.34,4,Kinesthetic,6.97
22,Female,3,5.09,88,58,6.84,80,8.04,7.14,10,4.01,2,Kinesthetic,6.59
17,Male,1,7.86,59,83,9.21,78,8.8,4.12,1,4.68,2,Visual,8.79
20,Female,1,2.13,58,43,8.79,53,5.26,2.72,9,2.86,7,Kinesthetic,6.03
20,Female,2,2.77,80,87,8.66,83,5.15,2.58,7,3.06,5,Kinesthetic,7.37
20,Male,5,9.56,77,96,6.93,92,4.16,1.24,5,5.61,5,Auditory,8.32
24,Male,5,2.58,52,50,4.7,41,6.05,6.9,6,3.79,2,Visual,4.26
20,Female,8,6.11,63,61,7.11,75,6.3,2.85,3,4.49,7,Kinesthetic,7.1
21,Female,2,6.21,74,43,9.26,49,8.82,3.51,9,3.99,2,Visual,7.4
18,Female,4,5.41,64,56,5.51,87,8.15,6.66,2,3.84,5,Kinesthetic,6.32
18,Female,4,6.8,51,47,9.71,57,4.83,1.84,10,5.48,5,Reading,7.42
19,Male,1,3.07,73,85,8.78,99,7.99,4.23,1,2.14,3,Visual,7.97
23,Male,4,5.97,63,98,8.26,94,4.89,1.86,1,2.57,2,Reading,8.15
23,Female,3,4.35,97,73,8.09,44,4.39,4.09,10,2.28,3,Visual,6.67
24,Female,3,6.96,56,50,7.61,92,8.19,1.33,2,4.59,5,Reading,7.7
22,Female,3,2.27,85,70,8.32,81,8.88,4.62,6,5.21,6,Auditory,7.36
20,Female,2,6.14,99,50,6.74,49,4.44,6.57,6,2.15,4,Reading,6.42
19,Male,6,2.67,73,95,8.98,43,8.07,5.73,9,0.85,7,Kinesthetic,6.69
24,Male,7,3.51,76,93,8.19,47,8.3,4.56,10,2.96,2,Auditory,6.72
21,Female,3,2.97,86,95,8.59,57,4.59,6.8,4,5.91,6,Reading,7.47
19,Male,8,2.65,87,77,8.7,67,5.42,2.59,8,1.22,9,Auditory,6.98
18,Female,2,8.43,79,92,4.99,43,7.67,6.82,4,2.71,10,Auditory,6.43
18,Female,1,3.57,76,60,4.79,37,8.04,2.93,3,1.63,5,Kinesthetic,5.19
23,Female,1,9.34,88,85,8.75,59,5.77,3.54,4,5.54,4,Reading,8.81
22,Male,6,9.73,64,69,5.87,70,4.8,1.9,1,3.31,9,Auditory,7.24
18,Male,8,6.14,75,49,7.58,54,7.24,1.71,9,3.47,6,Kinesthetic,6.72
19,Female,3,2.29,50,65,6.85,88,7.51,7.52,5,0.05,4,Visual,5.68
23,Female,8,4.37,53,66,4.62,53,6.52,2.33,7,3.92,1,Visual,5.01
20,Male,8,8.18,78,47,4.71,94,4.72,3.33,3,1.84,9,Auditory,6.4
24,Male,2,4.31,50,78,8.88,71,8.22,4.7,5,3.08,10,Auditory,7.27
17,Female,3,1.78,92,47,7.72,37,7.23,3.44,10,3.19,3,Auditory,5.87
18,Female,6,6.01,99,99,7.28,53,8.35,7.09,4,3.55,6,Kinesthetic,7.61
19,Female,6,8.61,95,47,9.51,87,8.66,7.31,7,4.94,1,Kinesthetic,8.81
17,Female,4,8.16,71,94,5.42,80,8.03,3.28,5,1.79,6,Reading,6.94
18,Male,2,2.58,60,73,5.87,90,8.79,1.64,2,1.54,3,Visual,6.17
18,Male,2,7.05,59,98,8.51,65,8.77,2.47,3,4.77,3,Auditory,8.26
21,Male,2,2.98,66,55,8.61,87,7.1,4.32,8,4.31,7,Auditory,6.96
18,Male,2,2.96,85,80,6.65,68,7.64,3.02,3,1.35,9,Kinesthetic,6.57
23,Male,4,8.87,96,52,9.54,65,7.5,4.17,7,0.01,6,Kinesthetic,8.35
17,Male,7,3.25,75,62,9.47,94,7.11,6.31,5,4.0,1,Reading,7.79
17,Female,3,3.37,97,51,4.57,45,4.1,3.94,7,0.94,9,Visual,4.8
20,Male,8,1.01,70,66,5.41,40,5.78,2.38,10,5.74,5,Auditory,4.76
23,Female,1,8.84,62,61,8.85,61,4.5,3.51,9,3.63,2,Kinesthetic,7.59
24,Male,6,8.13,58,71,6.28,41,5.5,6.2,7,5.1,3,Visual,6.31
17,Male,8,6.65,60,96,5.01,83,4.34,3.97,6,4.83,5,Reading,6.33
19,Male,5,7.75,60,100,8.66,94,8.6,2.75,1,3.35,2,Visual,8.84
19,Male,5,2.37,55,88,6.91,67,6.26,3.99,4,2.63,3,Auditory,6.13
24,Female,2,5.12,50,66,7.11,81,4.95,4.18,8,2.98,8,Kinesthetic,6.26
22,Female,8,4.16,55,41,5.49,78,6.92,3.07,1,4.82,6,Auditory,5.93
22,Female,2,1.84,62,84,8.0,61,4.98,7.97,6,3.84,2,Visual,6.25
22,Male,1,5.38,71,72,7.42,56,8.02,6.37,2,1.23,2,Kinesthetic,6.87
24,Male,5,9.29,80,65,5.6,81,5.53,5.85,9,3.66,1,Reading,6.72
18,Male,2,1.36,71,67,6.3,82,5.57,6.98,8,2.43,7,Reading,5.43
24,Female,6,3.62,86,58,7.66,64,8.35,5.66,9,0.37,6,Kinesthetic,6.33
20,Female,6,2.87,96,82,9.4,36,6.8,6.54,9,2.29,6,Reading,7.07
18,Male,7,3.14,76,44,9.38,49,8.44,3.89,2,1.37,5,Reading,7.19
20,Male,8,9.18,99,72,6.03,81,6.06,4.5,2,5.03,3,Kinesthetic,7.93
24,Female,8,5.21,63,59,8.4,61,5.72,1.33,9,0.63,8,Auditory,6.64
23,Male,4,5.2,96,69,8.61,61,6.53,2.96,2,2.16,3,Visual,7.91
21,Female,5,7.85,54,84,8.79,47,4.31,3.58,4,4.17,5,Auditory,7.71
20,Male,8,2.39,85,47,7.53,89,4.77,5.38,2,5.38,8,Visual,6.94
21,Female,4,5.39,81,77,4.56,51,5.1,4.25,1,2.01,3,Visual,5.79
22,Female,1,4.87,83,100,8.54,93,8.08,5.25,10,3.64,5,Kinesthetic,7.86
23,Female,1,6.37,56,56,5.06,44,7.67,5.99,7,2.24,6,Reading,5.19
23,Female,7,10.0,91,83,5.12,67,4.97,1.3,5,1.22,1,Reading,7.05
24,Female,5,7.93,97,40,7.71,71,5.38,2.81,3,1.95,2,Visual,7.71
23,Male,6,4.58,59,42,9.71,42,8.72,2.2,8,3.82,7,Visual,7.1
21,Male,3,8.45,99,85,5.79,67,4.43,2.31,5,4.3,9,Kinesthetic,7.39
24,Female,5,2.54,66,65,7.92,41,6.74,4.52,1,2.22,10,Visual,6.42
23,Female,4,1.27,79,70,6.11,68,6.61,6.18,9,0.92,4,Auditory,5.21
18,Male,3,2.84,70,47,9.26,41,7.63,2.91,5,0.84,5,Visual,6.67
24,Female,7,4.06,62,82,7.65,75,5.31,6.77,3,4.88,4,Auditory,7.0
19,Female,4,5.6,50,98,5.6,89,8.67,7.25,6,3.92,3,Kinesthetic,6.36
20,Female,4,6.54,50,85,5.89,41,6.05,3.45,8,4.37,10,Visual,5.87
18,Female,4,9.2,96,47,6.79,52,5.43,5.77,2,2.93,2,Reading,7.38
24,Male,2,5.59,82,100,5.15,77,5.68,1.82,3,2.74,3,Kinesthetic,6.7
21,Male,3,5.51,87,74,4.92,74,5.74,6.21,7,1.27,2,Visual,5.79
21,Male,2,1.45,74,78,8.1,87,4.99,2.16,2,1.01,8,Visual,6.95
23,Male,2,1.31,75,67,6.66,48,8.64,5.81,5,0.92,1,Auditory,5.53
17,Female,4,5.96,62,90,8.35,55,4.87,3.95,9,5.95,5,Visual,7.25
17,Male,1,4.94,77,43,5.08,91,8.41,7.5,7,4.93,1,Auditory,5.88
24,Male,6,8.55,82,96,7.73,80,6.02,4.25,3,3.76,5,Auditory,8.39
20,Male,5,2.45,86,55,6.85,60,5.35,1.22,2,1.29,3,Reading,6.26
19,Female,1,1.22,90,52,4.81,58,4.99,4.36,10,2.03,9,Reading,4.49
17,Female,4,5.04,79,59,7.39,39,6.52,6.57,9,2.1,1,Reading,6.08
22,Male,5,3.14,98,90,4.94,76,7.35,5.53,9,2.87,10,Kinesthetic,5.81
23,Male,6,1.45,97,44,8.89,77,8.49,7.76,9,2.53,1,Reading,6.77
22,Female,5,7.52,57,94,7.85,66,7.26,6.9,10,5.6,8,Auditory,7.31
21,Female,6,2.0,98,76,7.45,40,6.42,4.69,3,4.32,3,Visual,6.69
23,Male,4,6.47,96,59,5.21,41,4.17,2.45,1,0.49,7,Auditory,6.11
18,Male,2,3.53,50,63,6.02,63,8.58,1.03,9,2.16,10,Reading,5.41
19,Male,5,2.56,61,75,7.11,68,8.51,7.86,7,0.8,5,Visual,5.83
24,Female,6,4.42,54,73,7.86,41,5.89,7.57,2,1.68,2,Auditory,6.35
20,Male,5,8.21,73,97,5.47,92,4.15,2.92,6,5.75,7,Visual,7.24
18,Male,5,4.53,55,84,4.55,65,7.67,5.47,9,4.23,7,Auditory,5.18
24,Male,8,7.76,74,87,6.33,79,7.96,6.1,8,0.05,3,Visual,6.77
20,Male,5,2.13,50,93,7.06,81,6.71,5.05,6,1.97,6,Visual,6.08
18,Male,3,7.95,74,73,5.48,74,6.01,6.9,6,2.63,5,Reading,6.44
23,Female,2,3.13,50,58,7.11,64,8.26,1.54,8,3.62,1,Kinesthetic,5.94
18,Female,3,7.1,81,56,6.29,96,4.96,7.28,9,3.0,1,Reading,6.6
24,Female,3,6.09,91,44,6.91,51,6.2,3.74,8,0.42,2,Visual,6.26
19,Female,6,9.36,91,64,6.34,39,4.12,4.36,1,3.09,7,Visual,7.22
20,Female,4,4.49,52,57,7.83,35,4.82,4.11,2,0.78,3,Reading,6.1
17,Female,2,1.6,98,99,4.73,65,8.7,4.72,6,3.12,9,Auditory,5.73
18,Female,8,1.17,68,94,5.41,69,6.89,5.19,8,1.48,3,Visual,5.13
22,Female,1,8.44,92,92,6.79,64,8.03,5.97,4,0.87,10,Auditory,7.6
18,Female,7,5.72,78,89,6.39,49,6.43,4.67,4,1.73,4,Reading,6.55
22,Male,2,7.98,99,47,6.58,90,8.17,5.79,2,0.6,8,Kinesthetic,7.51
17,Male,1,3.11,51,66,8.76,94,6.69,3.37,10,1.7,4,Kinesthetic,6.69
19,Female,6,4.11,58,54,9.2,61,4.02,7.56,1,5.2,7,Visual,7.26
19,Female,6,1.27,66,84,5.82,36,8.5,1.45,10,1.84,5,Auditory,4.92
19,Male,5,9.65,95,52,8.93,98,4.74,4.82,9,2.82,6,Reading,8.52
21,Male,6,7.01,85,55,6.93,39,6.25,1.61,7,3.12,8,Visual,6.68
21,Male,1,9.4,66,61,5.95,47,6.38,4.1,9,1.07,4,Kinesthetic,6.14
19,Female,7,3.39,98,59,9.72,57,4.24,2.8,2,2.65,6,Kinesthetic,7.9
19,Male,1,6.5,61,52,8.87,84,4.27,7.56,10,5.12,10,Auditory,7.23
17,Female,6,7.11,69,59,9.77,71,7.81,1.09,5,0.48,2,Visual,8.19
24,Female,7,3.86,99,41,5.39,64,5.5,3.74,2,5.54,9,Auditory,6.21
21,Male,7,8.63,52,74,5.26,57,6.05,6.47,10,5.23,9,Auditory,5.89
22,Female,1,9.52,92,86,7.17,68,6.82,2.32,7,5.13,10,Visual,8.17
23,Male,8,8.96,99,94,7.88,98,5.87,6.71,9,1.19,10,Reading,8.25
24,Male,5,7.65,53,58,5.41,89,7.88,7.02,3,2.91,6,Kinesthetic,6.39
23,Male,8,3.5,66,84,9.06,43,8.42,5.96,1,3.7,6,Visual,7.46
20,Male,5,3.53,99,76,7.32,38,4.3,2.46,4,0.6,10,Kinesthetic,6.52
19,Male,3,9.67,86,97,6.68,100,7.18,2.9,4,3.34,7,Reading,8.44
19,Male,1,1.09,95,93,7.69,67,5.59,2.17,6,5.04,4,Kinesthetic,6.99
19,Male,8,7.44,91,45,7.87,66,6.92,2.29,5,5.62,7,Kinesthetic,7.84
18,Male,2,7.36,64,53,4.73,78,6.42,1.26,5,1.67,10,Auditory,5.93
21,Female,4,6.6,82,43,9.8,71,5.67,7.0,9,1.73,1,Auditory,7.62
20,Male,3,9.91,65,61,6.43,94,4.47,4.7,1,1.62,7,Auditory,7.49
18,Female,1,3.81,60,90,4.83,93,6.8,3.29,8,0.92,1,Reading,5.49
18,Male,3,4.06,69,94,9.02,70,4.56,3.03,8,2.58,8,Auditory,7.36
23,Female,6,1.71,87,78,9.76,83,4.78,4.81,8,4.71,10,Kinesthetic,7.65
24,Male,6,4.99,73,75,8.83,85,8.91,3.29,3,4.27,6,Kinesthetic,8.18
20,Female,6,3.35,65,73,9.01,42,5.58,7.05,10,5.4,1,Kinesthetic,6.6
20,Female,1,4.09,79,66,7.82,84,6.92,2.48,8,2.13,1,Visual,6.96
20,Female,8,8.51,83,46,9.39,75,5.36,7.18,2,3.43,4,Kinesthetic,8.48
20,Female,1,9.42,50,42,4.69,72,8.33,5.65,8,4.6,7,Auditory,5.84
22,Male,3,2.67,73,86,8.56,89,5.42,7.7,8,5.39,5,Reading,7.19
20,Female,1,4.35,73,72,8.05,52,5.83,1.11,3,5.23,5,Reading,7.3
22,Female,7,9.36,58,41,4.76,99,7.04,1.41,4,2.79,8,Kinesthetic,6.53
24,Male,1,1.56,71,81,7.38,98,8.35,4.51,9,5.44,2,Kinesthetic,6.7
19,Female,4,1.83,61,55,7.23,46,8.08,7.39,9,2.66,4,Visual,5.29
22,Male,2,2.47,66,64,8.17,75,5.32,6.12,10,5.42,4,Kinesthetic,6.4
22,Male,5,6.36,74,99,4.91,76,8.15,5.35,9,4.66,8,Kinesthetic,6.3
20,Female,4,2.35,77,54,8.77,94,7.51,1.22,10,1.33,6,Kinesthetic,6.93
20,Male,5,9.71,64,63,5.24,84,8.95,3.48,6,5.58,10,Visual,7.04
21,Male,5,5.02,79,54,6.72,70,8.68,3.42,1,1.45,9,Reading,6.84
19,Male,2,5.51,100,70,9.17,82,6.67,4.79,8,5.45,10,Kinesthetic,8.32
23,Female,7,3.22,76,53,7.47,42,7.75,2.8,9,3.69,9,Reading,6.06
18,Female,4,5.24,71,93,6.51,59,6.85,2.87,8,4.0,4,Visual,6.56
19,Female,1,6.96,59,53,4.76,41,6.97,5.35,1,0.66,10,Visual,5.42
17,Female,2,7.76,80,45,8.06,42,4.51,7.61,6,0.39,7,Kinesthetic,6.71
24,Female,1,7.78,76,53,9.73,65,4.01,5.62,9,5.81,3,Visual,8.04
24,Male,1,6.2,61,56,9.33,46,4.24,5.68,9,2.02,6,Visual,6.86
20,Male,6,9.14,95,57,8.3,91,8.83,7.9,7,5.07,1,Reading,8.51
18,Female,1,8.36,80,59,5.06,100,4.63,2.07,7,4.23,5,Auditory,6.77
17,Female,1,7.81,81,90,5.77,46,4.22,1.24,4,3.62,6,Reading,6.84
22,Male,8,1.5,81,56,5.49,61,5.55,6.22,7,4.11,5,Kinesthetic,5.12
18,Male,8,1.06,90,55,6.38,80,6.94,4.07,10,0.54,7,Visual,5.45
19,Male,4,2.91,94,79,5.75,41,8.74,4.0,5,2.47,4,Kinesthetic,5.93
23,Female,5,6.97,84,78,5.8,95,7.5,2.58,10,3.64,5,Reading,6.91
22,Male,5,4.7,95,91,7.77,92,5.38,4.55,5,5.21,4,Visual,7.93
17,Female,4,4.62,70,71,6.19,92,8.7,4.1,1,4.29,9,Kinesthetic,7.03
22,Female,5,8.96,59,99,8.09,47,4.18,3.42,2,1.52,2,Kinesthetic,7.75
22,Male,6,9.06,65,83,9.52,87,8.9,4.1,9,5.91,1,Reading,8.89
22,Male,2,9.18,56,48,7.88,99,4.29,3.69,2,3.86,4,Kinesthetic,7.94
20,Female,1,3.82,53,66,8.48,83,7.77,7.58,10,3.01,6,Visual,6.58
20,Female,1,7.22,76,85,8.48,69,4.23,7.86,2,4.69,10,Kinesthetic,8.07
17,Male,7,3.44,74,91,6.25,51,8.66,6.88,9,3.62,8,Visual,5.88
19,Male,6,2.72,80,72,4.58,44,4.54,7.93,3,4.26,4,Kinesthetic,5.04
23,Female,1,2.66,60,49,4.79,68,4.25,2.86,2,3.7,1,Reading,5.1
17,Male,3,4.08,97,56,5.99,38,8.45,6.9,7,1.07,9,Visual,5.65
19,Female,2,4.87,69,88,8.15,63,4.48,3.85,9,3.26,3,Kinesthetic,6.92
18,Male,3,8.48,85,88,9.31,80,7.99,6.22,6,1.7,6,Auditory,8.7
24,Male,4,2.08,66,75,9.58,80,7.74,2.41,7,3.42,10,Visual,7.46
24,Female,3,7.61,94,56,4.64,93,6.99,6.68,3,0.75,8,Visual,6.48
23,Male,8,5.78,60,57,9.75,95,5.89,1.58,3,1.39,5,Visual,8.17
19,Male,5,3.59,79,91,6.21,100,8.58,2.89,8,4.85,7,Auditory,6.88
17,Female,5,5.44,84,62,8.97,68,8.36,6.75,7,2.43,10,Reading,7.56
17,Female,2,3.7,90,73,5.46,39,6.13,6.23,5,4.04,9,Kinesthetic,5.7
18,Male,3,6.36,87,47,4.83,43,5.16,4.51,6,2.99,1,Auditory,5.51
22,Female,3,4.9,71,52,6.51,54,5.36,5.71,9,2.04,8,Kinesthetic,5.62
23,Male,1,2.48,92,62,9.05,55,5.1,2.3,3,2.97,2,Auditory,7.37
17,Female,2,2.05,97,96,5.67,51,6.71,5.67,3,4.88,1,Auditory,6.24
24,Female,1,5.92,100,93,5.32,46,8.34,1.06,6,1.69,4,Kinesthetic,6.53
21,Female,2,9.12,76,59,9.32,39,7.87,6.83,8,2.53,6,Kinesthetic,7.8
22,Male,7,4.1,86,61,9.47,94,7.98,4.61,5,1.22,8,Kinesthetic,7.99
23,Male,8,7.6,95,86,4.57,87,6.24,7.61,1,2.11,1,Reading,6.86
23,Male,2,6.93,98,91,8.36,86,5.61,4.35,3,5.31,1,Visual,8.74
17,Female,3,9.38,84,62,6.14,82,7.79,4.03,8,4.71,10,Auditory,7.36
21,Female,6,8.39,53,80,6.49,53,7.97,4.15,4,2.24,2,Visual,6.79
17,Male,8,6.1,65,74,6.99,51,7.48,3.52,9,0.79,9,Kinesthetic,6.24
17,Male,8,6.91,65,42,6.76,88,4.16,2.17,6,2.52,4,Kinesthetic,6.64
18,Female,1,9.09,70,73,7.23,69,6.95,6.89,10,4.63,7,Auditory,7.24
22,Male,8,4.6,75,72,7.59,75,5.74,3.72,4,0.26,3,Auditory,6.86
21,Male,4,3.94,85,85,6.97,47,4.98,4.7,4,4.47,1,Auditory,6.67
23,Male,1,1.1,68,56,8.22,67,7.47,1.14,10,4.08,1,Auditory,6.23
24,Female,4,8.44,66,84,8.31,49,5.34,1.42,5,0.39,9,Auditory,7.57
24,Male,5,8.21,94,58,6.83,97,8.56,5.18,7,3.81,4,Kinesthetic,7.74
18,Female,2,1.94,75,69,5.26,49,5.49,7.15,7,1.79,3,Auditory,4.76
21,Male,7,6.19,71,62,7.9,65,6.78,4.45,10,1.06,5,Reading,6.68
21,Male,1,5.18,77,54,8.6,62,8.14,2.15,7,2.31,1,Visual,7.25
24,Female,2,2.07,50,98,7.88,44,6.01,1.81,5,1.23,3,Visual,6.15
23,Female,8,9.83,93,96,7.62,91,8.14,7.3,9,4.95,4,Reading,8.52
24,Female,6,2.93,85,53,5.72,67,7.62,5.91,2,4.45,6,Auditory,6.07
23,Male,1,1.61,92,41,7.92,41,8.6,7.76,8,5.88,9,Kinesthetic,6.17
20,Male,5,6.35,86,78,6.27,39,5.63,1.58,10,3.2,3,Kinesthetic,6.28
21,Male,1,7.65,51,88,9.37,91,4.53,7.32,8,0.54,4,Reading,7.75
18,Male,5,1.29,66,57,7.96,74,6.15,6.92,3,2.21,5,Reading,6.26
18,Male,2,6.93,89,45,5.97,62,7.93,7.25,5,5.03,8,Reading,6.62
19,Male,7,5.79,87,98,7.01,70,6.25,1.04,8,2.38,9,Visual,7.22
22,Female,3,1.93,70,71,8.99,90,5.31,6.19,10,2.73,3,Reading,6.77
22,Female,6,2.55,58,60,6.28,81,4.14,4.84,9,2.47,3,Kinesthetic,5.31
22,Male,7,6.11,62,79,7.28,74,5.57,5.01,7,1.41,7,Auditory,6.69
24,Female,4,3.67,60,67,8.1,93,7.57,4.28,4,0.44,9,Kinesthetic,6.95
17,Female,2,9.44,65,66,8.5,77,4.74,6.2,4,1.08,1,Reading,7.88
20,Male,6,8.37,65,41,5.42,100,5.7,8.0,3,2.18,1,Kinesthetic,6.46
17,Female,6,9.85,51,72,7.5,43,4.1,5.97,8,1.47,2,Visual,6.67
18,Male,3,3.34,91,55,9.33,40,7.61,5.75,6,3.44,6,Kinesthetic,7.2
20,Female,2,9.73,93,78,9.63,99,8.4,5.58,10,3.68,3,Visual,9.24
21,Male,2,4.88,57,61,7.98,37,6.84,5.87,6,3.42,8,Auditory,6.34
24,Female,1,4.13,92,95,9.71,71,4.13,3.39,10,0.51,5,Reading,7.71
23,Female,5,1.45,91,82,7.52,67,5.09,3.24,10,4.0,3,Auditory,6.38
24,Male,7,1.47,62,86,6.85,43,6.19,6.49,9,2.31,8,Reading,5.26
22,Male,5,7.23,66,52,7.42,87,6.94,1.37,3,5.27,8,Auditory,7.7
24,Female,8,5.12,88,95,5.11,85,6.48,6.31,4,3.15,2,Auditory,6.56
18,Male,1,3.04,73,41,6.63,60,8.58,6.7,3,0.51,5,Auditory,5.75
23,Female,1,6.53,52,53,6.93,50,8.69,4.65,3,0.06,3,Visual,6.25
18,Male,2,3.28,79,95,9.0,74,4.54,7.37,1,4.22,7,Visual,7.86
18,Female,8,6.2,62,77,8.52,85,4.69,4.31,10,2.4,2,Kinesthetic,7.22
18,Female,8,4.23,68,80,7.69,73,5.79,2.25,6,1.73,9,Kinesthetic,6.84
20,Male,5,8.41,56,67,6.34,89,6.11,3.53,9,2.68,2,Kinesthetic,6.69
23,Male,7,8.39,58,46,5.49,70,6.93,7.34,5,0.43,2,Reading,5.89
24,Female,2,5.3,68,57,6.34,99,7.87,7.96,10,2.35,6,Visual,6.15
17,Male,7,4.16,94,95,8.1,79,4.68,3.95,2,1.89,3,Auditory,7.79
24,Female,7,4.26,89,80,5.89,43,8.01,2.17,10,4.8,3,Kinesthetic,6.07
17,Male,3,8.25,71,94,6.76,71,7.05,3.0,4,1.05,10,Visual,7.42
22,Male,8,3.95,67,75,6.55,35,8.9,4.87,6,4.54,2,Visual,6.03
21,Male,3,2.88,72,80,8.56,100,7.26,5.0,7,3.0,5,Reading,7.36
18,Male,7,1.76,51,75,9.18,97,7.58,5.41,7,0.49,5,Auditory,6.84
23,Female,8,5.2,99,83,8.21,77,4.98,6.85,4,5.82,7,Visual,8.03
23,Male,1,5.34,99,43,6.31,62,7.84,5.98,10,4.41,8,Visual,6.27
22,Female,8,8.57,60,96,6.8,65,4.4,2.83,10,1.56,8,Kinesthetic,6.77
18,Female,8,2.99,80,69,5.26,42,7.28,3.77,5,3.49,3,Reading,5.44
22,Female,5,4.43,82,63,5.39,68,4.28,6.88,4,5.4,6,Reading,5.99
17,Male,3,8.28,63,59,5.37,83,4.58,5.43,10,5.58,5,Auditory,6.2
23,Female,7,8.41,65,85,5.19,92,4.54,2.16,6,4.39,4,Reading,6.85
22,Female,5,4.46,60,95,5.45,81,4.26,3.28,7,4.37,10,Auditory,6.02
21,Male,7,5.13,82,70,5.57,59,5.61,6.54,2,1.66,6,Auditory,6.08
22,Male,5,3.73,56,63,5.09,37,8.97,2.2,10,5.94,4,Kinesthetic,5.01
19,Female,4,9.39,80,46,7.89,79,5.74,5.84,3,1.46,8,Kinesthetic,7.81
20,Male,3,2.07,97,65,9.75,86,7.8,4.94,8,0.54,9,Visual,7.57
23,Female,3,9.4,95,52,9.16,68,4.66,2.03,7,5.86,1,Kinesthetic,8.71
24,Female,2,7.15,96,93,4.74,42,6.27,5.82,1,0.92,1,Visual,6.38
23,Female,7,5.78,63,47,6.74,61,4.93,2.0,4,3.13,4,Visual,6.36
22,Female,2,1.29,77,94,9.05,97,4.96,3.79,5,2.81,6,Visual,7.54
23,Male,7,5.28,92,44,5.21,59,4.5,3.16,3,5.09,8,Visual,6.12
22,Female,6,4.67,65,83,8.99,92,6.16,5.83,4,2.38,1,Auditory,7.78
17,Male,5,2.45,68,52,7.64,82,4.38,6.48,10,3.01,3,Visual,5.9
24,Male,7,6.91,66,68,9.44,35,8.55,2.18,10,0.26,4,Visual,7.24
20,Female,1,9.74,75,59,9.14,42,6.24,6.68,10,1.25,10,Visual,7.53
17,Female,2,6.06,55,53,8.09,55,8.19,1.05,7,5.0,2,Auditory,7.02
24,Female,2,7.43,92,71,7.99,63,8.9,4.71,8,2.87,9,Reading,7.7
21,Male,6,1.62,98,99,5.63,64,7.39,4.62,9,1.39,3,Reading,5.72
18,Male,6,4.76,58,89,5.12,37,8.51,5.37,2,2.21,4,Visual,5.61
19,Male,8,2.05,99,66,6.7,41,4.68,2.68,4,1.71,4,Reading,6.0
20,Female,5,6.52,66,95,5.49,45,8.15,1.07,1,3.34,1,Kinesthetic,6.68
19,Female,6,9.45,80,64,5.04,66,5.36,4.18,3,0.31,5,Kinesthetic,6.52
18,Female,3,6.96,61,91,6.1,93,6.36,1.5,8,1.35,5,Kinesthetic,6.75
24,Male,2,1.69,72,43,9.06,46,7.23,7.25,7,2.13,2,Kinesthetic,6.2
17,Male,1,4.19,54,60,4.59,72,8.52,2.22,8,5.57,1,Auditory,5.32
21,Female,8,5.96,92,57,6.05,58,8.55,3.98,6,3.74,5,Visual,6.59
24,Female,5,4.63,85,78,6.75,99,4.46,4.04,5,3.03,5,Auditory,7.07
18,Male,3,8.5,85,54,7.21,52,5.82,4.87,10,1.14,7,Auditory,6.7
19,Female,4,8.33,52,92,5.46,80,7.97,6.48,9,3.35,10,Visual,6.39
23,Female,1,6.51,73,77,9.61,90,7.52,4.31,5,5.57,10,Auditory,8.74
19,Female,6,4.36,66,87,7.57,97,4.13,1.18,9,3.4,2,Visual,7.02
24,Male,7,3.3,88,91,7.27,41,6.25,6.4,4,0.99,8,Auditory,6.44
19,Male,3,1.95,75,63,4.55,100,8.15,1.58,5,5.98,5,Reading,5.83
17,Female,8,4.19,53,47,7.07,74,7.69,5.49,1,2.99,5,Reading,6.43
23,Male,5,4.72,94,67,8.94,88,6.06,6.62,6,1.92,9,Kinesthetic,7.78
22,Male,7,7.08,61,60,5.66,65,7.68,2.98,3,3.02,2,Reading,6.41
19,Female,4,6.92,50,55,6.36,86,6.76,4.14,10,1.58,10,Kinesthetic,6.04
17,Female,6,1.63,70,99,4.61,65,8.56,1.1,2,0.18,2,Kinesthetic,5.45
23,Female,6,4.56,68,93,9.68,68,6.94,6.63,6,5.34,5,Kinesthetic,8.03
19,Female,8,2.64,70,55,4.85,41,6.0,5.92,1,2.57,1,Auditory,4.95
20,Female,1,2.41,67,74,9.26,50,8.31,2.62,9,4.52,5,Visual,6.99
22,Male,2,8.45,92,56,6.16,56,4.25,3.73,5,5.83,5,Reading,7.08
